0,1
8877.789519211348,Practice_starts
8877.837071257716,New block starts
8896.715772663587,Trials start
8899.48028193189,Practice trial starts
8904.629514295526,Practice trial ends
8912.537198647036,New correction
8914.456248546887,Practice trial starts
8921.286611479054,Practice trial ends
8932.39144380108,New correction
8937.304826026711,Practice trial starts
8948.059363580483,Practice trial ends
8960.437386289032,Next word
8963.68703338993,Practice trial starts
8967.73193382149,Practice trial ends
8975.005728221,New correction
8976.21589531114,Practice trial starts
8979.408306096959,Practice trial ends
8991.94388409647,New correction
8993.915662525962,Practice trial starts
8999.184889001917,Practice trial ends
9003.86049379577,Next word
9007.514274190979,Trial_start
9013.39018200684,Trial_end
9019.731697818395,New correction
9021.751529692634,Trial_start
9028.074366964536,Trial_end
9051.382551059443,New correction
9065.427252483214,Trial_start
9071.834560682204,Trial_end
9087.145168616027,Next word
9095.002291630894,Trial_start
9100.766260008415,Trial_end
9117.255704133602,New correction
9118.775145524523,Trial_start
9124.418737790962,Trial_end
9127.577086086832,Next word
9130.903394340052,Trial_start
9136.086493894269,Trial_end
9139.10416054466,Next word
9141.660194886514,Trial_start
9145.73671641591,Trial_end
9148.591824591504,Next word
9151.57243396162,Trial_start
9156.614641771037,Trial_end
9161.881385055014,Next word
9163.883199087466,Trial_start
9167.15610241323,Trial_end
9173.158459320553,New correction
9176.098765620884,Trial_start
9178.576012517286,Trial_end
9184.794861925158,Next word
9187.190890183965,Trial_start
9192.737579263481,Trial_end
9195.935561031303,Next word
9195.936358228728,Participant change
9245.038194988383,Trials start
9247.355898500246,Practice trial starts
9253.777772452177,Practice trial ends
9258.72035368347,Next word
9260.749468127719,Practice trial starts
9266.003197453741,Practice trial ends
9269.827101799305,Next word
9274.034626405451,Trial_start
9279.400704468495,Trial_end
9281.659337471207,Next word
9284.26363405713,Trial_start
9288.064414877404,Trial_end
9293.121111440008,New correction
9293.839083820352,Trial_start
9298.654431862717,Trial_end
9302.300077184207,Next word
9304.80754228298,Trial_start
9310.196337272626,Trial_end
9315.883686697693,New correction
9316.935027600974,Trial_start
9320.520892715605,Trial_end
9322.873723713976,Next word
9325.491408456648,Trial_start
9330.909283352341,Trial_end
9336.544941244414,New correction
9336.824826740147,Trial_start
9344.212735470972,Trial_end
9350.034109763023,New correction
9350.70886628299,Trial_start
9361.239309060777,Trial_end
9373.534238637787,Next word
9376.059247479878,Trial_start
9383.361616087068,Trial_end
9391.168471764338,New correction
9392.025013796987,Trial_start
9399.795538191638,Trial_end
9408.949312317229,New correction
9409.245991258706,Trial_start
9413.832243141243,Trial_end
9420.347946490027,Next word
9422.375823538274,Trial_start
9427.021436429026,Trial_end
9429.949658768397,Next word
9431.836452372463,Trial_start
9437.08226622406,Trial_end
9444.372211971388,Next word
9445.811074022648,New block starts
9518.217192989816,Trials start
9543.318266192178,Practice trial starts
9549.03869781036,Practice trial ends
9565.245541748585,New correction
9565.540229596494,Practice trial starts
9571.11586758248,Practice trial ends
9580.30222130281,New correction
9584.27122227959,Practice trial starts
9588.07659738502,Practice trial ends
9599.517938519837,Next word
9602.717750981745,Practice trial starts
9608.028358124004,Practice trial ends
9619.524734581011,New correction
9621.16449918319,Practice trial starts
9625.640917020584,Practice trial ends
9634.44251798399,New correction
9642.539814022894,Practice trial starts
9645.934283055896,Practice trial ends
9658.415539030913,Next word
9665.366970271927,Trial_start
9669.080042675572,Trial_end
9674.64855448458,New correction
9676.080832357115,Trial_start
9679.005883506734,Trial_end
9695.246065637248,New correction
9699.450775952488,Trial_start
9703.597464255186,Trial_end
9709.61997739739,Next word
9716.447659638217,Trial_start
9719.77495098826,Trial_end
9727.269609574192,New correction
9729.763637716378,Trial_start
9733.316723936912,Trial_end
9737.757096390764,New correction
9741.337972521515,Trial_start
9744.343277911843,Trial_end
9776.221066719698,Next word
9778.584180284848,Trial_start
9782.206328082257,Trial_end
9784.378787363381,Next word
9789.799398350237,Trial_start
9793.653850797104,Trial_end
9814.108171212396,New correction
9817.48510020207,Trial_start
9820.989406180204,Trial_end
9829.828597622161,New correction
9832.715239695872,Trial_start
9837.597036723551,Trial_end
9847.302209767657,Next word
